a;b;c
3842.17; 2923.69; 3278.34
6100.82; 5835.20; 6899.16
978.12; 801.88; 1072.28
-2280.41; -1675.71; -974.75
-6556.31; -6413.30; -6062.82
4030.03; 3289.66; 3640.14
5452.27; 6526.28; 7577.72
991.18; 690.67; 1099.23
-4257.40; -4366.30; -5846.76
-6963.30; -7175.30; -7915.54
169.68; 1433.83; 693.60
4414.31; 4440.43; 2219.73
-2268.84; -1539.29; -2291.10
-2434.19; -2321.10; -2460.93
-6356.73; -6364.95; -6434.86
2292.62; 2093.18; 2023.26
5725.43; 5244.03; 5034.28
-274.39; -123.31; -226.00
-2449.15; -2165.27; -1872.76
-6115.44; -6189.37; -6043.12
2775.58; 2372.11; 2518.36
5258.39; 5817.11; 6255.87
429.65; 211.99; 367.60
-3550.43; -3092.59; -3765.88
-6919.21; -7133.39; -7470.04
1009.82; 1591.33; 1254.68
5503.06; 4365.23; 3355.30
-1018.60; -587.77; -936.08
-2632.93; -2601.28; -2902.38
-6363.39; -7084.27; -7234.82
1971.43; 1980.75; 1830.20
5706.33; 5265.75; 4814.10
-494.56; -292.63; -495.45
-775.10; -1445.71; 38.87
-6072.54; -5464.09; -4721.80
4616.98; 3997.29; 4739.59
6645.00; 7478.98; 9705.87
2312.59; 1500.21; 2127.51
-2955.67; -3019.18; -3065.16
-6143.81; -6405.38; -6428.37
2690.83; 2209.75; 2186.76
5800.40; 5610.44; 5541.48
-29.94; -118.59; -9.30
-2599.95; -3189.16; -3708.44
-6628.41; -6610.32; -6869.97
1508.94; 1582.34; 1322.69
4996.56; 4674.49; 3895.56
-853.59; -494.31; -803.22
-2757.98; -2893.85; -3406.07
-7092.55; -6891.34; -7147.45
1565.48; 2234.72; 1978.61
5018.02; 5451.69; 4683.36
-799.51; -544.21; -727.23
-3817.17; -3112.23; -3949.78
-7264.12; -7209.73; -7628.50
1087.16; 1425.31; 1006.54
5060.68; 4179.29; 2922.98
-1183.83; -936.49; -1261.78
-2368.01; -1806.67; -1332.00
-6515.89; -5945.21; -5707.87
2959.15; 2935.57; 3172.91
6030.28; 5601.71; 6313.73
691.37; 566.28; 782.75
-3827.79; -3618.85; -4447.64
-6556.98; -6681.23; -7095.63
871.20; 1518.96; 1104.56
5346.50; 4938.29; 3695.10
-1323.90; -762.94; -1220.55
-1351.82; -1327.48; -176.33
-6327.30; -6390.81; -5815.24
4290.20; 3597.69; 4173.26
6021.12; 6388.18; 8114.89
1785.93; 1198.73; 1654.35
-3373.80; -3416.33; -4123.58
-7172.72; -7213.58; -7567.20
968.76; 1362.70; 1009.07
5553.19; 4694.32; 3633.44
-964.21; -801.17; -1088.71
-4114.93; -3963.94; -5260.26
-6858.28; -6848.57; -7496.74
147.79; 1368.48; 720.31
4648.07; 4262.36; 2317.86
-1901.72; -1207.05; -1995.73
-3598.93; -3137.13; -3906.40
-7149.26; -6783.26; -7167.90
1495.49; 2039.03; 1654.40
4778.35; 4256.71; 3102.81
-1225.83; -832.45; -1239.41
-2031.89; -1750.76; -973.63
-6002.39; -5864.64; -5476.08
3596.21; 3523.05; 3911.61
5419.60; 5885.45; 7051.14
1177.54; 729.10; 1131.84
-2940.97; -2874.07; -2948.62
-6762.97; -6669.14; -6706.42
2203.62; 2673.10; 2635.82
5848.03; 5599.60; 5487.78
-66.57; -77.23; -205.19
-2702.79; -2274.99; -2125.31
-6778.45; -6563.56; -6488.72
2417.60; 2308.90; 2383.74
5648.55; 5584.53; 5809.04
143.73; 94.03; 313.63
-2818.48; -2632.95; -2472.23
-6057.13; -6721.25; -6640.89
3000.11; 2966.03; 3046.39
5233.77; 5731.24; 5972.32
159.93; 107.75; 286.22
-2610.38; -2422.70; -2596.83
-6438.07; -6561.67; -6648.73
2103.20; 2698.41; 2611.35
5192.89; 5195.97; 4934.79
-171.59; -239.79; -323.46
-2737.05; -3083.60; -3402.40
-6845.42; -6599.24; -6758.63
2176.76; 2215.71; 2056.31
5664.00; 4988.06; 4509.87
-391.15; -312.26; -394.23
-4289.92; -3792.72; -5088.94
-7380.32; -7101.92; -7750.03
805.65; 1040.04; 391.93
4944.58; 4314.25; 2369.93
-1871.96; -1199.11; -1885.68
-2045.69; -1658.04; -1112.68
-6137.24; -6574.57; -6301.89
3677.40; 2911.20; 3183.88
5617.07; 5997.02; 6815.06
897.64; 603.64; 812.77
-4071.97; -3945.72; -5132.65
-7446.48; -6762.48; -7355.94
898.24; 1654.69; 1061.23
4887.88; 4359.28; 2578.89
-1817.42; -1172.75; -1840.72
-2176.76; -2139.27; -2133.46
-6834.62; -6488.53; -6485.63
2318.32; 2528.15; 2531.05
5941.09; 5809.58; 5818.30
-43.42; -88.49; -89.40
-2354.16; -2552.77; -2309.87
-5983.18; -5993.47; -5872.02
2885.13; 3023.67; 3145.12
5979.33; 6235.30; 6599.65
435.60; 279.62; 288.36
-2727.02; -3058.42; -3305.62
-7039.24; -6398.31; -6521.91
2133.82; 2638.39; 2514.79
5599.60; 5597.11; 5226.31
-462.98; -323.41; -370.39
-1737.94; -2374.17; -1932.18
-6281.97; -6492.95; -6271.96
2961.49; 2557.19; 2778.19
5482.67; 5451.75; 6114.72
603.10; 347.91; 596.27
-3031.63; -3323.91; -3911.29
-6764.01; -6423.92; -6717.62
1653.46; 2232.49; 1938.79
5250.17; 4689.00; 3807.92
-903.15; -682.48; -784.24
-2013.27; -1948.66; -1437.86
-5805.10; -6636.40; -6381.00
3605.73; 2772.70; 3028.10
5900.14; 6424.08; 7190.28
730.17; 437.06; 858.82
-2669.65; -2276.44; -2286.88
-6725.45; -6130.37; -6135.59
2120.24; 2638.15; 2632.93
5926.42; 5334.59; 5318.92
66.56; -38.52; 47.61
-2920.27; -3225.42; -3879.08
-7030.16; -7056.38; -7383.21
1057.51; 1875.62; 1548.79
5332.43; 4783.27; 3802.78
-1013.10; -674.67; -1025.84
-2676.01; -2966.04; -3347.38
-6449.07; -6739.78; -6930.45
2282.79; 2431.20; 2240.53
5051.71; 4863.65; 4291.64
-505.45; -301.56; -508.64
-1993.77; -2096.13; -1268.30
-6211.05; -6055.00; -5641.08
3503.47; 3437.36; 3851.27
5513.55; 6011.57; 7253.31
1338.90; 870.97; 1244.22
-2576.86; -1972.20; -1701.24
-6561.46; -6276.00; -6140.52
3268.90; 3081.94; 3217.42
5509.57; 6267.55; 6673.99
314.17; 234.20; 324.09
-1740.48; -2250.77; -1554.48
-5827.56; -6480.46; -6132.31
3672.71; 2741.53; 3089.67
5555.13; 6104.86; 7149.29
1125.76; 785.24; 985.48
-3008.57; -3042.05; -3737.28
-6921.89; -6501.00; -6848.61
1854.51; 1317.21; 969.60
5282.34; 4645.95; 3603.11
-971.41; -674.84; -1067.44
-2307.98; -2331.12; -2095.77
-6313.26; -6201.85; -6084.18
2986.76; 2855.20; 2972.88
5225.81; 5619.64; 5972.67
266.72; 233.12; 351.97
-1123.65; -1648.35; -754.50
-5685.79; -6440.54; -5993.62
3714.92; 3890.60; 4337.53
5647.84; 5989.19; 7329.97
1349.00; 856.40; 1389.00
-2839.85; -2300.63; -2532.32
-6168.47; -6961.67; -7077.52
2419.87; 2413.54; 2297.69
5090.19; 5501.57; 5154.04
-302.68; -227.01; -316.75
-1721.92; -2250.22; -1798.79
-6687.19; -6620.85; -6395.13
2908.11; 3415.19; 3640.90
5638.29; 5937.21; 6614.35
754.57; 432.67; 682.19
-2638.40; -2282.62; -2195.33
-6007.91; -6287.62; -6243.98
2589.83; 2117.91; 2161.56
6018.73; 5477.55; 5608.49
201.16; 59.59; 44.58
-3075.75; -2640.42; -2756.77
-6380.07; -6659.83; -6718.01
2329.78; 2808.50; 2750.33
5720.39; 4984.25; 4809.72
-78.53; -97.48; -253.86
-2779.59; -2315.60; -2455.72
-7000.07; -6096.71; -6166.76
2638.13; 2029.31; 1959.25
5919.94; 5418.13; 5207.96
-217.86; -121.41; -290.94
-1445.28; -1768.69; -793.63
-5688.18; -6257.60; -5770.07
4281.19; 3581.44; 4068.97
5630.39; 6258.16; 7720.75
1453.77; 1006.23; 1556.67
-2101.30; -2561.96; -2531.68
-6101.17; -6340.65; -6325.51
2213.99; 2108.60; 2123.74
5778.20; 5735.24; 5780.67
23.51; -66.68; -54.56
-2605.68; -2509.48; -2537.40
-6588.87; -6806.89; -6820.85
2439.66; 2584.71; 2570.75
5041.23; 5758.44; 5716.57
-66.92; 44.48; -91.14
-2015.19; -1666.30; -1078.42
-6097.02; -6513.19; -6219.25
3724.23; 3263.29; 3557.23
6016.13; 6468.71; 7350.53
877.88; 515.96; 975.63
-4145.75; -3769.20; -4959.13
-7100.07; -6822.79; -7417.76
266.30; 1351.64; 756.68
4783.28; 4644.90; 2860.00
-1709.30; -1226.36; -1711.23
-2363.69; -2272.76; -1951.45
-6218.39; -6540.97; -6380.31
3185.04; 3022.95; 3183.60
5377.12; 5812.39; 6294.36
423.52; 335.86; 473.14
-3744.74; -2951.53; -3857.24
-6936.61; -6789.72; -7242.57
947.22; 1879.03; 1426.17
4792.51; 5004.70; 3646.14
-1287.70; -826.21; -1403.97
-3444.57; -3564.40; -4163.02
-6920.28; -6835.19; -7134.50
1385.25; 1580.49; 1281.19
5102.63; 5038.90; 4140.98
-886.98; -584.94; -927.89
-2858.06; -2589.52; -2610.06
-6954.47; -6147.94; -6158.21
2557.68; 2136.70; 2126.43
5497.55; 5816.91; 5786.09
-27.86; -9.80; -123.10
-411.01; -550.85; 1138.23
-6038.55; -5653.30; -4808.76
5307.19; 3839.29; 4683.83
6758.68; 7080.84; 9614.46
2593.48; 1753.90; 2543.76
-1618.66; -1833.60; -1144.00
-5829.00; -5774.12; -5429.32
3783.90; 3459.60; 3804.39
6311.27; 6280.12; 7314.51
952.52; 620.52; 1080.87
-2495.70; -2599.52; -2571.29
-6166.84; -6972.59; -6958.48
2102.71; 2139.42; 2153.54
5710.63; 5064.17; 5106.51
36.55; 27.95; 15.62
-3014.44; -2964.84; -3159.29
-6358.15; -6852.51; -6949.73
2694.03; 2230.08; 2132.85
5668.47; 4981.34; 4689.66
-262.56; -257.63; -383.50
-3290.58; -2889.34; -3506.59
-7013.91; -6870.54; -7179.17
1720.06; 1404.03; 1095.41
4728.91; 4913.64; 3987.77
-991.77; -607.24; -964.50
-2391.93; -2367.73; -2547.26
-6987.05; -6425.25; -6515.02
2257.91; 2293.97; 2204.21
5791.52; 4999.48; 4730.18
-275.11; -154.72; -259.77
-2540.65; -2924.29; -3093.32
-6782.22; -6161.62; -6246.14
2437.91; 2208.44; 2123.92
5470.29; 5359.50; 5105.96
-270.47; -140.35; -212.46
-1535.16; -1507.95; -796.42
-6633.52; -6637.27; -6281.51
3194.72; 3502.86; 3858.62
5398.15; 6270.62; 7337.92
1143.67; 622.25; 979.99
-2420.64; -2649.92; -3010.45
-6852.02; -6854.24; -7034.50
1715.18; 1762.67; 1582.40
4977.75; 5158.31; 4617.52
-637.32; -347.58; -536.41
-2582.34; -2635.50; -2501.35
-6861.60; -6042.73; -5975.65
2850.37; 3028.55; 3095.62
5219.84; 6131.87; 6333.09
269.74; 87.21; 122.87
-1379.67; -1818.23; -1063.80
-5789.28; -6402.76; -6025.54
3438.75; 3174.98; 3552.20
5687.98; 6542.24; 7673.89
1039.25; 774.31; 1066.41
-2713.51; -3285.43; -3933.01
-6584.67; -6535.83; -6859.61
1793.12; 2184.82; 1861.03
5464.59; 4775.21; 3803.85
-987.54; -665.12; -1056.54
-2105.27; -2488.23; -2551.83
-6296.10; -6116.06; -6147.87
2003.53; 2278.35; 2246.55
5059.52; 5653.40; 5557.99
-110.92; -0.03; -98.36
-1566.49; -2268.20; -1729.01
-6195.47; -6307.09; -6037.50
3110.69; 3471.88; 3741.48
6119.17; 6029.51; 6838.29
711.61; 442.11; 813.50
-2199.87; -1672.48; -1309.95
-6691.77; -6688.17; -6506.90
3126.51; 2387.65; 2568.92
6058.62; 5451.28; 5995.08
590.96; 452.07; 542.37
-2795.72; -2499.93; -2402.00
-6482.19; -6683.94; -6634.97
2493.88; 2835.40; 2884.36
5506.54; 5775.28; 5922.18
104.96; 162.47; 162.43
-2579.65; -2249.15; -2328.91
-6445.55; -6697.59; -6737.47
2025.95; 2051.32; 2011.44
5394.49; 4945.60; 4825.96
-162.17; -130.31; -111.51
-1829.97; -2594.50; -2362.75
-6280.19; -5897.72; -5781.85
3047.25; 2851.86; 2967.73
5172.90; 6038.55; 6386.17
428.79; 316.36; 366.70
-1153.43; -1592.44; -341.24
-5516.22; -5581.16; -4955.56
4502.14; 4051.12; 4676.72
5843.18; 6546.13; 8422.92
1945.84; 1154.01; 1873.05
-3251.20; -3076.02; -3436.76
-6776.35; -6402.01; -6582.38
1630.95; 1854.02; 1673.65
5512.46; 4914.27; 4373.14
-476.72; -362.37; -617.24
-1258.00; -1112.88; -63.88
-5820.22; -6213.78; -5689.28
4475.03; 3470.22; 3994.72
6370.22; 6246.78; 7820.27
1529.64; 1073.37; 1546.05
-2608.94; -3122.85; -3623.10
-6939.64; -7021.05; -7271.17
1601.63; 2394.61; 2144.48
5629.25; 5478.92; 4728.54
-744.20; -589.18; -652.91
-2341.46; -2535.89; -2602.26
-6911.67; -6326.16; -6359.34
2166.37; 2018.94; 1985.75
5120.09; 5451.44; 5351.88
-153.01; -112.59; -71.73
-1771.88; -948.98; 179.00
-5516.36; -5643.62; -5079.63
4011.54; 3784.46; 4348.44
5898.06; 6274.04; 7966.01
1679.40; 1199.89; 1726.19
-2804.43; -2194.42; -2356.58
-6215.32; -7031.05; -7112.13
2153.28; 2680.90; 2599.82
5684.64; 5417.92; 5174.68
-164.03; -139.46; -331.16
-2609.11; -2673.05; -2694.26
-6545.56; -6644.85; -6655.46
2605.42; 2582.46; 2571.86
5715.45; 4996.40; 4964.58
-18.47; 23.68; -122.13
-3078.07; -3442.44; -4221.06
-6516.99; -7094.73; -7484.04
851.47; 1625.25; 1235.94
5317.30; 4966.37; 3798.44
-1154.83; -742.62; -1195.52
-3024.84; -2612.03; -2697.24
-6096.25; -6428.03; -6470.64
2532.64; 1991.01; 1948.41
5292.13; 5095.96; 4968.14
-112.44; -62.15; -163.72
-2042.16; -2289.29; -1661.30
-6075.39; -6545.88; -6231.89
3330.89; 3235.34; 3549.33
5731.87; 6060.99; 7002.97
864.38; 708.61; 871.71
-2340.83; -1814.34; -1569.57
-6677.68; -6156.42; -6034.03
2786.86; 2528.29; 2650.68
5404.24; 5748.02; 6115.18
270.00; 201.23; 377.87
-4362.10; -4364.36; -6004.80
-7427.87; -6826.27; -7646.49
90.75; 735.44; -84.79
5018.30; 3973.52; 1512.86
-2450.53; -1736.68; -2433.08
-1906.11; -1281.75; -503.09
-6114.85; -5912.37; -5523.04
3309.22; 3123.65; 3512.98
5479.39; 6016.67; 7184.66
1172.20; 702.63; 1256.39
-2125.71; -2679.65; -2709.25
-6957.93; -6584.54; -6599.34
2569.13; 2649.50; 2634.71
5688.34; 5721.75; 5677.36
-41.96; 57.84; -60.60
-3451.50; -3110.53; -3902.36
-7269.31; -7260.95; -7656.87
1728.83; 1627.61; 1231.69
5586.00; 5114.91; 3927.17
-1142.83; -847.67; -1228.76
-2643.76; -2841.00; -3367.93
-6271.17; -6602.31; -6865.77
1982.66; 1953.63; 1690.17
5148.06; 4778.16; 3987.77
-762.16; -611.32; -825.70
-2323.99; -2604.38; -2292.78
-6604.56; -6186.27; -6030.47
3178.00; 2887.35; 3043.14
5456.16; 6060.51; 6527.90
418.25; 335.77; 430.95
-2652.03; -2662.55; -2624.23
-6576.84; -6572.11; -6552.95
2624.74; 2669.85; 2689.01
5939.52; 5701.06; 5758.54
69.63; 19.32; -24.89
-2134.25; -2023.47; -1298.92
-5949.60; -6135.15; -5772.88
3732.74; 3081.79; 3444.06
6074.67; 5946.35; 7033.17
1181.64; 755.44; 1149.07
-1595.94; -1567.35; -914.31
-6190.70; -6078.78; -5752.26
3436.97; 3292.16; 3618.68
5747.39; 6021.43; 7000.99
906.08; 567.35; 1035.26
-1483.68; -1925.74; -1134.16
-5657.26; -5654.23; -5258.44
3632.52; 3182.43; 3578.22
5872.51; 6653.04; 7840.41
1163.01; 698.01; 1211.63
-2400.50; -2585.24; -2964.64
-6858.82; -6806.30; -6996.00
2040.59; 2453.67; 2263.97
5117.11; 5442.52; 4873.41
-658.05; -412.15; -666.04
-3988.05; -3435.75; -4658.41
-7203.10; -6639.16; -7250.49
261.86; 1189.86; 578.53
5240.37; 4618.40; 2784.41
-1813.24; -1268.75; -1786.76
-3124.30; -3031.55; -3232.28
-7074.76; -6106.24; -6206.61
2435.15; 2545.26; 2444.89
5088.96; 5276.69; 4975.59
-400.78; -189.47; -208.70
-3390.97; -3756.97; -4531.18
-6738.90; -7110.53; -7497.64
1725.36; 2116.13; 1729.02
4832.15; 4235.48; 3074.17
-1235.24; -707.69; -1230.53
-3417.33; -2939.04; -3498.29
-6907.70; -7258.91; -7538.54
1295.20; 1476.06; 1196.43
5075.01; 5191.60; 4352.72
-891.14; -599.80; -758.55
-2199.80; -2319.77; -1870.62
-6367.46; -6280.30; -6055.72
3034.02; 3196.44; 3421.02
5249.15; 5672.55; 6346.28
624.73; 513.31; 709.88
-1426.83; -2151.89; -1434.50
-6494.43; -6587.45; -6228.76
3465.85; 3163.87; 3522.56
6264.93; 5994.41; 7070.49
984.14; 748.96; 1037.36
-4055.80; -3782.46; -4989.55
-7344.24; -7030.73; -7634.27
1121.53; 1707.46; 1103.92
4838.10; 4068.98; 2258.34
-1836.85; -1228.01; -1883.07
-1849.25; -1246.88; -382.93
-5771.92; -6015.96; -5583.99
3903.65; 3468.52; 3900.50
5719.59; 6523.46; 7819.38
1347.62; 915.10; 1333.71
-2850.22; -3219.35; -3541.74
-6631.01; -6632.76; -6793.96
1741.03; 2140.31; 1979.11
5753.47; 4744.31; 4260.72
-458.86; -341.08; -545.29
-1755.00; -1023.21; 74.21
-6065.40; -6387.05; -5838.34
4395.06; 4041.20; 4589.91
6255.60; 6268.93; 7915.06
1571.02; 1162.31; 1553.22
-1262.12; -1530.93; -391.71
-6037.95; -5762.95; -5193.34
4433.60; 3958.99; 4528.60
5999.58; 6191.39; 7900.22
1784.01; 1116.24; 1735.95
-915.12; -583.79; 1145.91
-5983.39; -5493.01; -4628.16
5569.85; 4081.60; 4946.44
6598.37; 7316.39; 9910.93
2657.80; 1646.63; 2588.02
-1843.02; -1985.36; -1801.90
-6245.75; -6734.34; -6642.61
3005.70; 2707.55; 2799.28
5722.46; 5321.30; 5596.49
237.23; 138.39; 213.00
-1934.04; -2419.52; -2179.24
-6080.55; -6072.45; -5952.31
3309.87; 2622.04; 2742.17
6054.68; 5524.94; 5885.35
433.85; 265.19; 381.30
-2922.82; -3768.32; -4548.78
-7093.26; -6496.04; -6886.27
1616.74; 1307.05; 916.82
5076.52; 5151.21; 3980.53
-1199.06; -711.68; -1252.46
-2068.95; -2280.43; -1626.79
-6484.72; -6483.63; -6156.81
3611.01; 2805.72; 3132.54
6293.07; 5771.90; 6752.36
1035.09; 553.79; 1010.46
-2391.48; -2516.76; -2721.77
-6450.80; -6247.62; -6350.12
2014.55; 1946.07; 1843.57
5269.11; 5431.26; 5123.76
-238.84; -226.10; -339.83
-2309.63; -2462.13; -2523.79
-6130.50; -6089.83; -6120.66
2489.87; 2422.22; 2391.38
5406.55; 5775.97; 5683.47
-139.44; -106.08; -7.44
-1358.85; -1946.44; -1083.27
-5821.86; -6216.39; -5784.81
3369.30; 3835.00; 4266.59
5853.53; 6139.62; 7434.38
1225.80; 763.29; 1335.83
-2709.43; -2833.89; -2743.23
-6214.89; -6271.51; -6226.18
2639.48; 2495.59; 2540.92
5582.73; 5574.22; 5710.22
84.72; 20.36; 162.31
-2242.76; -2022.66; -1697.10
-5980.43; -6636.40; -6473.61
3083.46; 3315.34; 3478.12
5923.79; 5963.04; 6451.39
454.88; 309.49; 547.43
-2682.45; -3317.52; -3753.29
-6551.48; -6597.92; -6815.81
2205.56; 1718.29; 1500.40
5500.18; 5476.69; 4823.03
-664.07; -496.59; -678.50
-2415.68; -2193.51; -1927.07
-6188.97; -6366.19; -6232.97
2563.28; 2897.53; 3030.75
5384.93; 5846.12; 6245.77
383.15; 333.85; 307.67
-1508.25; -1437.82; -644.59
-6542.62; -6298.52; -5901.91
3738.81; 3767.44; 4164.05
6024.92; 6490.38; 7680.22
1261.42; 861.69; 1282.28
-3326.69; -3197.62; -3548.52
-6259.85; -6796.09; -6971.54
2186.36; 1731.39; 1555.94
5137.24; 5255.53; 4729.18
-446.80; -297.50; -480.15
-870.94; -1046.29; 108.79
-5528.06; -5957.65; -5380.11
4429.18; 3356.02; 3933.56
5908.91; 6769.18; 8501.81
1751.92; 1181.60; 1723.83
-3926.46; -4388.61; -6131.04
-7176.85; -7280.59; -8151.80
-369.18; 496.24; -374.97
5051.89; 3888.27; 1274.62
-2533.59; -1660.35; -2601.89
-877.26; -1549.49; -349.82
-5750.01; -6122.76; -5522.93
4303.73; 3953.95; 4553.78
5628.84; 6342.70; 8142.20
1897.83; 1250.07; 1844.39
-3142.40; -3195.34; -3496.47
-7055.19; -6964.51; -7115.08
1668.80; 2163.53; 2012.96
5295.25; 5632.08; 5180.38
-526.77; -218.51; -514.78
-2792.37; -2807.99; -3463.47
-6395.14; -6982.78; -7310.51
1992.66; 2090.00; 1762.26
4981.41; 4971.15; 3987.94
-908.23; -578.85; -1042.17
-2437.08; -1729.20; -1213.47
-6410.45; -6540.93; -6283.07
3401.97; 3499.19; 3757.06
5374.37; 6036.38; 6809.97
745.57; 589.96; 820.87
-3288.25; -2829.47; -3605.27
-7061.71; -7229.67; -7617.57
860.22; 1780.22; 1392.32
5371.66; 4479.69; 3315.99
-1122.70; -841.42; -1164.10
-1458.58; -1015.69; 21.93
-5504.46; -6372.45; -5853.64
3718.56; 3951.42; 4470.23
6287.10; 6956.80; 8513.23
1534.26; 993.53; 1558.91
-2495.60; -2019.24; -1738.22
-6469.51; -6012.41; -5871.90
2742.25; 3094.57; 3235.07
5353.06; 6129.84; 6551.37
347.35; 231.26; 415.62
-1950.43; -2102.23; -1984.96
-6371.61; -6695.15; -6636.52
2446.71; 2760.63; 2819.27
5537.20; 6061.93; 6237.84
102.86; 124.55; 271.36
-1315.52; -1712.18; -799.19
-6079.47; -5557.80; -5101.31
3889.93; 3795.72; 4252.21
5789.73; 6651.91; 8021.39
1453.20; 989.45; 1388.16
-1459.76; -1544.41; -1000.16
-6653.80; -6642.33; -6370.21
3282.72; 3105.12; 3377.24
5438.69; 5696.97; 6513.33
781.45; 563.94; 877.84
-3640.82; -3107.22; -4108.20
-7411.77; -7426.02; -7926.52
747.47; 1281.65; 781.16
5011.10; 4019.06; 2517.58
-1465.11; -929.34; -1507.74
-2121.42; -2281.52; -1750.62
-6540.86; -6102.50; -5837.05
3177.06; 3193.78; 3459.23
5380.77; 6055.24; 6851.60
764.57; 514.06; 752.69
-2873.22; -2725.13; -3173.78
-6241.07; -6466.14; -6690.47
1538.27; 2241.56; 2017.23
4813.34; 5414.36; 4741.38
-715.20; -522.10; -590.37
-3543.25; -3164.56; -3847.43
-6542.85; -6505.73; -6847.17
1836.10; 1589.96; 1248.53
5158.14; 4911.28; 3886.97
-1024.50; -699.34; -927.07
-3306.09; -2804.97; -3116.13
-7038.35; -6212.77; -6368.34
1868.67; 2655.51; 2499.93
5370.34; 5313.88; 4847.14
-412.81; -269.27; -562.60
-1134.42; -1320.56; -411.04
-5798.06; -5965.00; -5510.25
3963.07; 3791.99; 4246.74
6395.23; 6115.49; 7479.77
1357.98; 833.47; 1379.40
-3540.52; -3373.56; -4347.20
-7300.73; -6927.03; -7413.85
741.26; 1157.27; 670.45
5399.63; 4943.19; 3482.73
-1499.03; -915.62; -1368.29
-2686.84; -2386.79; -2197.39
-6372.50; -6115.52; -6020.83
2598.24; 2945.14; 3039.83
5561.92; 5590.03; 5874.12
378.40; 155.90; 219.51
-3223.82; -3006.08; -3258.79
-6911.23; -7057.33; -7183.68
2002.00; 1926.76; 1800.41
5563.17; 5117.50; 4738.43
-325.30; -255.75; -279.78
-2370.99; -2824.51; -2825.65
-6367.16; -6736.21; -6736.78
2194.79; 2508.66; 2508.09
5295.17; 5208.44; 5206.73
-93.02; -29.72; -26.82
-2496.41; -2773.68; -2699.48
-6774.45; -6132.12; -6095.02
2375.30; 2922.41; 2959.51
5502.70; 5230.76; 5342.06
165.54; 158.76; 129.13
-2713.13; -2994.06; -3278.40
-6168.36; -6425.10; -6567.27
1977.71; 2041.73; 1899.55
5086.80; 5331.85; 4905.33
-407.45; -348.38; -483.78
-2036.29; -2196.00; -2046.14
-6846.22; -5929.41; -5854.48
2586.52; 3130.64; 3205.57
5397.55; 5237.91; 5462.70
286.23; 235.62; 156.23
-2064.74; -2104.11; -1407.71
-6286.65; -5913.63; -5565.43
3819.96; 3350.91; 3699.11
5952.65; 6202.57; 7247.17
1085.17; 713.05; 1027.66
-2698.87; -2423.69; -2590.43
-6550.56; -6857.18; -6940.55
1794.48; 1925.81; 1842.45
5806.92; 5320.33; 5070.22
-330.59; -120.77; -312.58
-2405.80; -2354.19; -2686.87
-6851.40; -6222.00; -6388.34
2353.00; 1976.86; 1810.51
5739.42; 4957.34; 4458.31
-574.89; -335.05; -426.42
-2730.14; -3320.67; -4028.95
-6580.12; -6543.15; -6897.30
1192.35; 1874.95; 1520.80
5535.11; 5102.09; 4039.66
-1088.38; -787.79; -1034.60
-2291.84; -2296.89; -1665.43
-6659.27; -6542.25; -6226.52
3832.13; 3012.13; 3327.86
5729.59; 5777.53; 6724.72
1034.73; 567.18; 904.77
-3321.43; -2970.74; -3839.73
-7027.70; -7030.48; -7464.97
776.10; 1918.29; 1483.79
5375.73; 4769.33; 3465.84
-1251.57; -801.44; -1286.37
-3227.46; -3198.90; -3596.85
-6777.18; -6421.38; -6620.36
2226.49; 1855.01; 1656.04
4875.27; 5328.41; 4731.49
-615.17; -388.77; -680.49
-3475.61; -3449.09; -4599.51
-6592.55; -6683.34; -7258.55
682.07; 1491.18; 915.97
5275.91; 4602.71; 2877.08
-1805.90; -1243.82; -1767.61
-1929.47; -2266.78; -1996.89
-6203.63; -6211.39; -6076.45
2882.10; 3066.29; 3201.23
6024.49; 6147.55; 6552.38
486.16; 208.42; 425.27
-3115.55; -2698.73; -3048.49
-6233.73; -6647.20; -6822.08
2291.29; 2142.16; 1967.28
5222.96; 4695.27; 4170.63
-610.97; -383.83; -558.99
-1887.71; -1869.24; -1439.97
-6355.41; -5875.83; -5661.19
2827.03; 2881.39; 3096.03
5498.65; 6126.79; 6770.70
693.15; 347.03; 668.75
-1356.16; -1457.35; -764.90
-6345.95; -6200.58; -5854.35
3149.32; 3199.63; 3545.86
5866.62; 5852.96; 6891.64
1000.49; 721.32; 977.15
-1932.46; -1499.17; -609.56
-6003.43; -6128.20; -5683.39
3994.90; 3369.40; 3814.21
5624.92; 5926.96; 7261.38
1317.07; 903.21; 1248.29
-3251.75; -2319.19; -2593.23
-7057.61; -6844.90; -6981.92
1750.89; 2065.60; 1928.58
4887.36; 5376.58; 4965.52
-384.10; -364.95; -346.00
-2681.24; -2983.55; -3256.56
-6955.36; -6456.58; -6593.08
1704.91; 2474.47; 2337.97
4917.58; 5651.60; 5242.10
-431.14; -202.01; -382.65
-2924.78; -2824.73; -3431.71
-6960.73; -7147.93; -7451.42
1409.06; 2093.26; 1789.77
5028.39; 4616.09; 3705.63
-1004.82; -646.55; -934.30
-2313.98; -1844.77; -1221.86
-6613.82; -6082.17; -5770.72
3776.94; 3142.81; 3454.26
5889.40; 6342.00; 7276.36
870.05; 648.31; 997.65
-4258.24; -4073.83; -5579.56
-6954.66; -7161.13; -7913.99
610.53; 977.00; 224.14
5001.25; 3925.82; 1667.24
-2192.34; -1437.30; -2259.94
