a;b;c
3406.08; 3732.66; 4113.90
5494.19; 6538.08; 7681.79
1142.37; 711.83; 1170.77
-1441.30; -1658.21; -556.47
-5670.99; -6024.93; -5474.07
4279.27; 3955.84; 4506.71
6082.25; 7060.87; 8713.47
1703.67; 1179.44; 1653.78
-3047.82; -2966.87; -3544.37
-6948.25; -6698.11; -6986.87
1851.35; 1570.51; 1281.76
5536.06; 4896.95; 4030.69
-898.00; -654.87; -842.80
-2316.62; -2206.16; -1755.08
-6028.58; -6053.93; -5828.39
3484.37; 3393.29; 3618.83
5452.96; 6150.80; 6827.42
765.32; 431.72; 663.30
-3067.11; -2496.30; -2718.95
-6791.64; -6473.16; -6584.48
2189.74; 2036.60; 1925.27
5671.81; 4991.54; 4657.56
-358.17; -316.80; -264.25
-2090.78; -2293.92; -1650.76
-6087.46; -5748.60; -5427.02
3550.04; 2646.60; 2968.18
5766.88; 6462.43; 7427.16
1049.22; 726.39; 980.48
-2527.86; -2242.92; -1960.47
-6022.00; -6674.17; -6532.94
3141.84; 3123.52; 3264.74
5298.99; 5327.49; 5751.17
396.03; 276.84; 431.80
-1906.39; -1974.91; -1347.91
-5863.66; -6355.97; -6042.47
3361.13; 2841.69; 3155.19
5550.73; 6114.58; 7055.08
962.18; 621.87; 1010.70
-2455.44; -2433.48; -2817.30
-6770.86; -7146.24; -7338.15
2401.93; 2393.22; 2201.31
4887.47; 5503.01; 4927.28
-591.42; -434.08; -481.63
-2528.80; -2753.98; -3147.83
-6237.19; -6556.41; -6753.33
1817.63; 1614.11; 1417.18
4915.01; 4971.15; 4380.37
-617.50; -447.65; -681.73
-2712.36; -2998.14; -3278.31
-6715.06; -6771.15; -6911.24
2438.20; 1764.56; 1624.48
5591.76; 5137.46; 4717.20
-334.38; -191.38; -407.08
-2035.08; -2620.95; -2408.56
-6680.01; -6310.60; -6204.41
2885.79; 2333.79; 2439.98
5251.98; 5433.73; 5752.32
340.45; 202.13; 308.10
-4071.35; -3581.39; -4746.42
-7420.08; -7034.22; -7616.73
669.34; 1392.94; 810.43
4864.86; 3981.23; 2233.68
-1658.06; -1198.76; -1801.01
